detail_list,mark
Desa Tanjungsari Dukuh Jait RT 001 RW 002 Gang mawar kecamatan kajen Kota Pekalongan(Gang Kedua Belakang Toko Yustin Cell Gang),__label__positive
Qolore Nail (salon kuku) Lantai LG Mall Ambassador. (Samping coffe Kalijodo),__label__positive
"Klinik hp meimei pasar 4, sebrang konter meimei atau sebelah yenny salon  (SEBELAH YENNY SALON (KLINIK HP) SEBRANG MEIMEI PLAZA HP)",__label__positive
cibinong city mall lantai LG toko Simura,__label__positive
ruko mall fantasy junction fj3 no.3 (Toko Maxi mini sebrang excleso mall fantasi),__label__positive
"Jl. Jend. Katamso, Biawu(Di smping konter ugdphone)",__label__positive
konter hp wapo cell 2(depan pasar menganti samping atm bni.),__label__positive
"jl inpres no 19 kelapa tujuh rt 5 rw 1, diatas perempatan (serkolinas) kotabumi selatan(serkolinas/hafiz cell (depan Arya galon) )",__label__positive
GM plaza labruk lor(lantai dua),__label__positive
"Unit gaaram lantai LG Icon Mall Gresik, Jalan Doktor Wahidin Sudiro Husodo",__label__positive
jalan a yani. komplek ruko mega mall blok C15,__label__positive
jl.ahmad yani no 146(toko ghii cell acc),__label__positive
"Supermall karawaci , LT UG , F2 1&2 (toko nine gadget)(Toko nine gadget )",__label__positive
royal plaza surabaya(happy mee LT.3 blok M2-12 (depan warung ipang dan depan bioskop)),__label__positive
"Radja Phone, Jalan Raya Popoh, Bandil, Ngentrong(Konter Radja phone. Barat SMAN 1 Campurdarat)",__label__positive
"Tancity mall Lt.1 blok A no.17C toko Afdhal collection



",__label__positive
"Guardian Mall Neo Soho, Lt. LM, Jl. Letjen S. Parman No.Kav.28, RT.3/RW.5, Tj. Duren Sel., Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11470
",__label__positive
"jln raya pemogan no. 241, Denpasar selatan, KOTA DENPASAR-DENPASAR SELATAN, BALI, ID80221(toko sembako depan victory selular )",__label__positive
Jln masjid gaprang RT 01 RW 03 ( Bata Cell / bersemi material )(rumah pagar besi pagar warna abu-abu rumah warna kuning oren barat jalan ya),__label__positive
"Jalan Gajah Mada no 123 Mangga besar taman sari (J&T EKSPRESS,deretan mall grand paragon dipinggir jalan)",__label__positive
Toko Rengga Cell 2 samping yelfi photo pasar bawah bangko,__label__positive
pintu masuk parkiran Mall ramayana garut(di bawah),__label__positive
jln angkatan 45 ruko palembang square erafone  lt 1(erafone ),__label__positive
jln kh Hasyim Ashari gedung ITC Roxy mas(ITC Roxy mas lt 3 no 108 toko NL Cellular),__label__positive
Enter cell jineub,__label__positive
ari cell pasar bawah(petak ikb 16),__label__positive
jl.Dr cipto mangunkusumo(CSB MALL Toko BERRYBENKA lantai GF),__label__positive
royal plaza surabaya(happy mee LT.3 blok M2-12 (dpn warung ipang dan dpn bioskop)),__label__positive
desa Kajen Margoyoso Pati. jalan Ronggokusumo belakang toko diva phone kacamata. kode pos 59154,__label__positive
Jl. Kh mas mansyur Loa bakung sblm tikungan Hartati samping star cell game no 04 RT 37 (Ada pohon belimbing depan rumah pintu biru),__label__positive
konter jaya phone cell simpang slb(konter jaya phoncell),__label__positive
Indomaret samping ecoplaza citra raya blok k 27,__label__positive
"deretan ghifa cell, pernyah kecamatan Teramang jaya kabupaten Mukomuko, provinsi Bengkulu(warung Keysa, deretan ghifa Cell pernyah)",__label__positive
"jl.imam Bonjol,Padang matinggi no.1 BHP cell
 samping loket batang pane(konter BHP cell samping batang pane)",__label__positive
"CLASIC, ruko latanete plaza (samping Optik Melawai/berhadapan depan BANK BRI) jalan sungai Saddang lama.
Hp/Wa : 0813-5629-9495
(kurir: harap telepon terlebih dahulu, sebelum pengantaran)(bersebelahan optik Melawai/ berhadapan dengan Bank BRI)",__label__positive
"jalan raya sungai kakap, pal 9 parit gadoh, konter jingga cell pas didepan kantor desa pal 9",__label__positive
JL JENDRAL SUDIRMAN RUKO PLAZA SILIWANGI NO 187 BLOK G1-G12 FANTASY SPA,__label__positive
"jl. Ahamad Tani , kec Pringsewu , kab. Pringsewu lampung (Toko Sinar Jaya Electronic , sebelah Alfamart depan Rumah Sakit Mitra Husada )",__label__positive
"Bellagio Hartono Solo
D/a. Hartono mall 
Unit GF/ A-10A
Jl. Ir.Soekarno , Madegondo 
Sukoharjo",__label__positive
Jl raya plp no 16 erafone store ,__label__positive
jln hos Cokro aminoto(dekat mall baru jcc),__label__positive
Kirana cell depan spbu molosipat jalan raja eyato,__label__positive
"jl. lamerding bebengen boja ,kab.kendal(konter HP medina cell pas perempata  lamarding)",__label__positive
"jl. Latumenten no.33 trade Mall Season city lt. Gf 1 blok D.  kantor engineering, kec. Tambora kel. jembatan besi(jl. Latumenten no.33 trade Mall Season city lt. Gf 1 blok D.  kantor engineering, kec. Tambora kel. jembatan besi)",__label__positive
jalan gatot subroto no 124 ketapang my cell samping balai desa(depank bank BRI ketapang),__label__positive
"pasar labuan,plaza (blok 6)",__label__positive
Konter Maniz cell Gondangbaru rt 11,__label__positive
"konter kalijaga cell, samping kampus akbid, pas lampumerah(jalan kalitanjung, lampumerah evakuasi. konter kalijaga cell 2, samping kampus akbid Muhammadyah, 45143 )",__label__positive
Aeon mall BSD city lantai ground (nama tmpt shabu-shabu onyasai samping gyukaku),__label__positive
"jalan Kuala lempuing no 24, Rt03 RW 01(Abi Cell (warung hijau))",__label__positive
"Sinta fashion
gedung artos.depan kincai plaza
",__label__positive
"raharja plaza blok  y 1(warung mamah mela
)",__label__positive
"Indomaret Pembangunan 9 , Depan grand mall ( Anak Indomaret )(Toko indomaret Pembangunan )",__label__positive
"pagar alam RT 01 RW 01 Egi cell Panggalih cisewu(eggi Cell
)",__label__positive
warung Iwan Cell yg dibawah cafe loco,__label__positive
"Kantor Pegadaian plaza Millenium blok B , jl setia luhur ",__label__positive
Jln. RS fatmawati No. 15 komplek golden plaza blok E 36,__label__positive
"Ruko Plaza Graha Famili, Jalan Mayjen Yono Suwoyo, Pradahkalikendal",__label__positive
"jalan sunan gripit (konter pasar gripit,R-phone)",__label__positive
"Jalan Kol Pol M Thaher, Pakuan Baru(kios konter 58 cell persijam,dpn club bliyar 9.)",__label__positive
jl.gading raya rt001/010 no 19. kelurahan Pisangan timur kecamatan pulogadung / Hafidz cell Pisangan Timur,__label__positive
jln. Merdeka no 56 (Bandung Indah Plaza Toko Jaco tv Shopping lt 1 no 50 ),__label__positive
"Sdn 1 Bulusan, Jalan Gatot Subroto Bulusan, RT.1/RW.2, Bulusan, Kalipuro depan sd ada konter anita cell barat jalan",__label__positive
"Jalan KH Mukmin No.33, depan galery smart fren Sidokare, Sidoarjo Regency, East Java(depan galery smart fren ato bisa di taruh di JH phone)",__label__positive
perum KBN c91 RT 04 RW 08 Pangenjurutengah(gang depan hotel plaza),__label__positive
jln cilincing raya(ruko cilincing plaza blok E1 no 3-6 ethan hotel 14120),__label__positive
Avenue Jogja CITY mall lantai UG,__label__positive
"Lippo plaza kramat jati lantai 1 , outlet kopi laka laka, atas nama rani rahayu. Kramat jati, jakarta timur 13510",__label__positive
"Jalan Kapten Japa No.10, Blahbatuh, Gianyar(Toko handphone cthoz corner)",__label__positive
kp.kadu kaung RT/02RW/05 desa purwaraja kec Menes kab.pandeglang (patokan pom bensin mobile ),__label__positive
Jl Sukowati No. 28A(Salatiga Phone Centre),__label__positive
Roni cell Munjungan (Perempatan Lampu merah Munjungan) Munjungan,__label__positive
"Royal plaza surabaya , happymee M2-12 LT3 deket XXI",__label__positive
Perukoan itc roxy mas blok E1 no 22,__label__positive
"desa telukawur, rt 5 rw 1 kecamatan tahunan kabupaten jepara, kode pos 59424(sebelum d'bar konter wirda cell selatan jalan)",__label__positive
Jl. Peta Ruko Kopo Plaza Blok A no. 8(kantor ERA METTA),__label__positive
Jalan gatot subroto nomer 124 my cell samping balai desa ketapang(Depan bank bri ketapang),__label__positive
"Sip Cell Sidomulyo Pangandaran
jalan Sidomulyo Bantar Kalong Samping Kantor Desa Sidomulyo",__label__positive
"jln yos sudarso 105 swalayan Kediri plaza depan took putra agung
",__label__positive
Lisa Dhienlies cell pakamban laok,__label__positive
mp3 cell jln.kh ahmad dahlan no.126 depan bank nagari pasar pandan air mati kota solok(mp3 cell jln.kh ahmad dahlan no.126 depan bank nagari pasar pandan air mati kota solok),__label__positive
"jalan Nusantara RT 02 RW 01 Kelurahan Karangtalun Cilacap Utara,(Sebelah SDN KARANGTALUN 02,sebelah ada Diana cel,masuk gang lurus tanya aja ke Diana Cell rumah nada)",__label__positive
"Summarecon Mall Bekasi, Marga Mulya, Bekasi(Summarecon mall bekasi lantai ground floor Adidas Neo UNIT 109)",__label__positive
Agung mulia Cell jl raya Pagongan kec. dukuhturi kab. tegal,__label__positive
"Forza cell no 22 jl raya nggolek
Barat masjid",__label__positive
Jln Raya Jumantono Konter Amanah Cell (Barat Bank BRI Jumantono 100meter Utara Jalan) ,__label__positive
"jln MH Thamrin mall plaza Indonesia (restoran katsutoku lantai LB, depan centuri)(restoran katsutoku lantai LB, depan centuri )",__label__positive
RG Cell Rt.04 Rw.02,__label__positive
jl.boulevard gading Serpong Summarecon mall Serpong johnny Andrean salon lt 1 f.32,__label__positive
Jalan Brawijaya Dpn Tk Drajat ( counter hp Xtra Cell ),__label__positive
"Cimahi Mall, Jalan Gandawijaya(Indomaret cimahi mall lantai LG)",__label__positive
Bejo cell samping balai desa Tulakan,__label__positive
Jl Kh Hasyim Ashari Ruko ITC roxy mas blok C.5 no.4 kel cideng kec. Gambir jakpus(Belakang BcA tutupan hijau),__label__positive
"jl. Boulevard Raya, pakulonan Barat Sumarecon Mall Serpong Dgf # 19 Dante Coffee, Tangerang ",__label__positive
"Dusun Bangajang Rt/Rw.001/008 Desa Kebonwaris Kec.Pandaan,Kab.Pasuruan, Jawa Timur

(Phone Bracket Tiang HD25 / HD-25 ADJUSTABLE DESKTOP STAND 160¡ã Rotation Holder Stand Hp)",__label__positive
"Bantarjati(Plaza jambu dua,pameran Vivo intan,lantai 1)",__label__positive
"Plaza Baru Ciledug(Plaza baru Ciledug,lantai basment,blok G3 no 1.rempah tani, KOTA TANGERANG, CILEDUG, BANTEN, ID, 15151)",__label__positive
"DJOTO Home Building Supermarket, Batu IX, Tanjung Pinang City, Riau Islands(Plaza bintan centre)",__label__positive
"Singosaren Plasa phone FC dari parkiran belakang konter pertama
",__label__positive
mbc cell jln puncak jaya ujung ruko no.1B malang(RT03/06 kel pisang candi kec sukun malang),__label__positive
"jl proklamator raya no 65a, notaris & PPAT Ely rusdiyati, SH. depan plaza bandar jaya ,Lampung tengah (depan plaza bandar jaya )",__label__positive
Harco mangga dua plaza blok A lantai dasar no 77 Jakarta pusat,__label__positive
RT. 03 / RW 01 ( toko Liza Cell ) ,__label__positive
"Jl. Gunung Satu RT.24 No.01 (belakang plaza kebun sayur, disamping langgar nur islam)(disamping langgar nur islam yang cat nya warna hijau)",__label__positive
"Jalan R. Sukamto Lorong Pancasila, 8 Ilir, Ilir Timur II(Depan PTC mall samping McD nomor 138 mentok lorong)",__label__positive
jln pahlawan seribu Mall Itc bsd lt 1 Blok D 6 No 1 toko:Ds store(jln pahlawan seribu Mall Itc bsd lt 1 Blok D 6 No 1 toko:Ds store),__label__positive
jl.peta lingkar selatan ruko kopo plaza blok 26,__label__positive
jl raya nggolej no 23 toko handphone cat tembok Vivo porza hape hape,__label__positive
"jln bomber no 1, Konter HANZ CELL(KONTER HANZ CELL )",__label__positive
Bank Mandiri Bintan Centre Jl. D.I Panjaitan Km 9(komplek plaza bintan center blok mayang),__label__positive
harco mangga dua plaza lt 3 no.168c blok A(harco mangga dua plaza lt 3 blok A no.168c),__label__positive
"Carefour solo paragon mall lantai UG
",__label__positive
jln pahlawan seribu mall ITC BSD lt 1 blok D6 No 1 Tokoh:DS STORE(jln pahlawan seribu mall ITC BSD lt 1 blok D6 No 1 Tokoh:DS STORE),__label__positive
"Perempatan banjar tabang, Bebetin, Sawan ( 3R Cell dan crispy molen)",__label__positive
Majesty Cell - Jl. Raya Ki Ageng Gribig No.2c,__label__positive
kaliori banyumas rt 03/05 konter berkah cell ibu sarijah/ria shintia(kaliori banyumas rt 03/05 konter berkah cell ibu sarijah/ria shintia),__label__positive
"Bintang Xpress, Jalan Achmad Yani(Royal Plaza, Jl. Achmad Yani, Wonokromo, Kec. Wonokromo, Kota SBY, Jawa Timur 60243


)",__label__positive
gadingmangu rt 03 rw 02 (NIRMALA CELL Gg 3),__label__positive
"Jalan Sriwijaya No.333, Punia, Mataram City, West Nusa Tenggara(Kana cell lombok Epicentrum mall)",__label__positive
jalan apel gg.apel 2 no.34(earphone),__label__positive
jln arah komplek bip link.sesili rt 04/07 counter yuli cell pinggir jln tol.,__label__positive
mangga dua mall lt.3 no.48-49 bhinneka.con(lt.3 nom48-49 bhinneka.com),__label__positive
Konter Firly Cell Belakang Pengadilan Negeri,__label__positive
KP. DANASUTA RT 03 RW 08 DES. CIHARASHAS KEC. CILAKU KAB. CIANJUR ( CONTER CALLISTA CELL )(CONTER CALLISTA CELL),__label__positive
KONTER JITU CELL RT26 RW13 Kmp.Patokbeusi ds.rancamulya kec.patokbeusi kab.Subang JABAR ,__label__positive
PLAZAMILLENIUM LT 2 no 130 new cahaya ponsel(naik eskalator 2 kali),__label__positive
ruko agista phone,__label__positive
Keken cell dekat gang Perumnas RT:04,__label__positive
"GRAHA SIGMA RT 002 RW 003 (plaza bangunan kalo di map , depan kimia lestari samping perumahan sapta teruna 3 )",__label__positive
Plaza margaguna no 2 (PT Global travelindo Pratama),__label__positive
Calvin cell RT/RW 002/002 ,__label__positive
perumahan Sudirman indah blok D2 no 4(blok D2 no 4 PELANGI PHONE CELL ),__label__positive
Jl.Prof.M.yamin No.137 Rt.06 Rw.03 Kelurahan Mangga Besar Kec.Prabumulih Utara(Duta Prabu Cell disamping Masjid Al-Falah),__label__positive
"Jl. Merdeka Barat No.58, Ciledug Kulon, Ciledug, Cirebon(TOKO Erafone Ciledug Cell (Sebrang Roti Oboy))",__label__positive
"Jl. Taman Ratu Melati 1,Jl. Multi Plaza Blok 5T No.6 
Rt.002/Rw.005 Duri Kepa, Kebon Jeruk(PAGAR WARNA )",__label__positive
"jl.h moh ashari no 20,belakang itc cibinong",__label__positive
Toko Agistaphone ruko nomer 9-10-11 stadion menak sopal kelutan trenggalek(Toko handphone),__label__positive
Indah cell Jl. SMB 2. RT17 Rw.05 depan kantor lurah talang jambe,__label__positive
"jln kapten muslim, plaza millenium lt dasar toko AUVI SELULER(lt dasar)",__label__positive
Riska Cell jalan raya Banjaran kp.ciluncat kec.cangkuang kab.bandung,__label__positive
Dusun Getasrejo Rt 01 Rw 02  kec. Grobogan kab. Grobogan Jawa Tengah( DK Cell Selatan SPBU Getasrejo),__label__positive
Pet Kingdom Living Plaza Jababeka,__label__positive
"Ruko mall fantasi, Jalan Centra Eropa Blok Ab 2 No.28, Gunung Bahagia, Balikpapan Selatan (Lantai 2)",__label__positive
jl pasar tanjung jaya konter cv all cell kecamatan bangunrejo lampung tengah,__label__positive
jl saxofone (alfamart saxofone),__label__positive
jln karang tengah raya plaza bona indah A2/B4(APOTEK CENTURY BONA INDAH),__label__positive
"INTime Mall Kelapa Gading 3, GF #G-42. Jln. Raya Bulevar Kelapa Gading Blok M.(Ground Floor (sebrang Nike dan Watson))",__label__positive
jln. jendral basuki rahmat toko ceria toys(toko mainan ceria toys disebrang mall bassura),__label__positive
"konter anugerah cell sebelah ananda market(gringsing, depan pom mini
)",__label__positive
Konter MMPHONE BANGSALSARI Utara toko COYONG(Jalan stasiun pasar bangsalsari),__label__positive
"Jl. Taman Makam Bahagia ABRI No. 19, Kel. Parigi Lama, Kec.Pondok Aren, Tangerang Selatan(Chika cell grosir pusat (Chika cell grosir ruko 4 lantai)",__label__positive
Reddoorz near trans studio mall cibubur 3,__label__positive
lampogu/tengiri konter store phone(samping ayam potong sriwijaya indah),__label__positive
zas cell dusun bunirasa desa cidolog rt/rw 02/01,__label__positive
"jl dharmahusada indah timur Blok  L184/36 ( seberang sogo galaxy mall )
",__label__positive
dekat lapang Tegal lega(mercyduta phone),__label__positive
jl. cempaka warna rt 03/04(masuk gang apank phone ),__label__positive
Jl. KH. zainul arifin(Sun Plaza/Sushi Tei/Lt. LG),__label__positive
"Jalan Al Manar, Mendungan, Pabelan, Sukoharjo Regency, Central Java(kost fatihah/artshop cell depan masjid al manaar)",__label__positive
"Jalan Lintas stasiun KA Pulau Raja, Rumah Makan samping 06 aksesoris handphone Pulau Raja",__label__positive
"Plaza Kalibata, Daerah Khusus I, Plaza Kalibata, RT.3/RW.2, Rawajati, South Jakarta City, Jakarta(Plaza Kalibata(mall kalibata) toko Sepatu BATA lt. Dasar)",__label__positive
depan sate maranggi haji hetty toko algo cell rt:2 rw:1,__label__positive
jl. bsd raya utama desa Lengkong kulon mall qbig Tangerang(pintu karyawan mitra 10 qbig),__label__positive
"jl imam bonjol no 6, Sushitei Lippo Plaza lantai UG",__label__positive
"Fatimah cell (Pangeran foto copy pangeran jayakarta, samping klinik yasa medika kamar no 4)",__label__positive
jln ahmad yani no 146 toko ghii cell garut kota kab garut(jln ahmad yani no 146 Toko ghii cell acc hp seberang klinik muhammadiyah garut kota),__label__positive
"VMobile fotocopy, jln. imam Bonjol no.234D balai balai Padang panjang",__label__positive
"lubuk baja,batam 29431, tanjung uma(lubuk baja,batam 29431 DC mall lantai dasar toko my dolly blok D no 34-35 tanjung uma)",__label__positive
"Jl. Raya Banyuwangi konter Rotasi Cell Asembagus, Selatan Toko Pecah GMC 2",__label__positive
jl manunggal 5 rt 01 /rw 011(depan konter yazza cell ),__label__positive
"Tegal Rejo, Kotabaru Regency, South Kalimantan(konter Al-Kautsar phone di depan Indomaret baru  )",__label__positive
"Jl. Taman Makam Bahagia ABRI No. 19, Kel. Parigi Lama, Kec.Pondok Aren, Tangerang Selatan(Chika cell grosir pusat ( ruko lantai 4 ))",__label__positive
Laverde geranium blok E 1 No 6(belakang bsd plaza serpong),__label__positive
"Meteor cell sebelah uci parfum(meteor cell
)",__label__positive
"tenjoayu(Pt.  Sketch electronics , jl.  Tenjoayu rt/rw 003/002, ds. Tenjoayu, Cicurug Sukabumi, KAB. SUKABUMI, CICURUG, JAWA BARAT, ID, 43359)",__label__positive
